ID_cliente,Fecha_contacto,Vendedor,Tipo_cliente,Segmento,Canal_principal,Cantidad_ovas_compradas,Monto_total_gastado,Frecuencia_compras,Ultima_compra,Dias_ultimo_contacto,Llamadas_recibidas,WhatsApp_recibidos,Emails_enviados,Reuniones_agendadas,Tiempo_respuesta_horas,Tasa_respuesta,Contactos_efectivos,Interes_compra,Satisfaccion,Probabilidad_retencion,Recomendaria,Cliente_interesado,Cliente_retenible
C007929,2024-10-10,VEND_010,Distribuidor,Pequeño,Teléfono,0,0.0,0,,227,5,0,2,0,4.9,0.3,2,1,2,0.25,3,0,0
C007930,2023-12-08,VEND_023,Criadero,Pequeño,Teléfono,1777,213.24,1,2025-01-07,534,3,3,2,0,5.0,0.56,4,3,4,0.54,9,1,0
C007931,2024-09-04,VEND_009,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,263,2,6,2,0,3.9,0.46,5,1,3,0.37,7,0,0
C007932,2024-10-18,VEND_006,Criadero,Grande,WhatsApp,0,0.0,0,,219,0,6,0,2,0.5,0.58,5,3,2,0.27,5,0,0
C007933,2024-05-12,VEND_028,Criadero,Pequeño,Email,1855,222.6,4,2025-02-07,378,0,1,7,1,11.8,0.59,5,3,5,0.68,9,1,1
C007934,2024-10-12,VEND_013,Distribuidor,Pequeño,Teléfono,0,0.0,0,,225,4,0,0,0,4.8,0.98,4,2,2,0.16,2,0,0
C007935,2023-08-02,VEND_019,Distribuidor,Pequeño,Teléfono,0,0.0,0,,662,4,2,2,0,5.0,0.22,2,1,1,0.0,4,0,0
C007936,2024-02-03,VEND_028,Exportador,Mediano,WhatsApp,4527,543.24,0,2024-05-27,477,0,2,0,0,2.0,0.25,1,5,4,0.58,9,1,0
C007937,2024-11-28,VEND_015,Criadero,Pequeño,Email,0,0.0,0,,178,1,0,3,1,9.0,0.18,1,3,2,0.28,3,0,0
C007938,2024-08-19,VEND_013,Criadero,Mediano,Teléfono,0,0.0,0,,279,1,2,1,0,8.9,0.1,0,3,1,0.17,1,0,0
C007939,2023-12-09,VEND_023,Criadero,Mediano,Email,3260,391.2,4,2024-11-29,533,1,0,2,0,9.1,0.36,1,3,4,0.54,8,0,0
C007940,2024-05-16,VEND_030,Distribuidor,Mediano,Teléfono,0,0.0,0,,374,0,1,2,0,5.5,0.37,1,2,1,0.23,1,0,0
C007941,2023-09-25,VEND_001,Criadero,Pequeño,WhatsApp,0,0.0,0,,608,2,2,2,0,4.7,0.28,2,1,3,0.34,8,0,0
C007942,2025-02-13,VEND_013,Restaurante Gourmet,Pequeño,Visita,1491,178.92,2,2025-02-21,101,1,2,4,0,4.8,0.4,3,3,3,0.45,4,1,0
C007943,2025-03-29,VEND_004,Restaurante Gourmet,Pequeño,Teléfono,1573,188.76,3,2025-05-12,57,6,0,3,0,5.9,0.17,2,3,3,0.47,7,0,0
C007944,2024-06-12,VEND_022,Criadero,Mediano,Teléfono,4953,594.36,5,2025-04-12,347,1,1,1,0,6.4,0.31,1,4,4,0.6,8,1,0
C007945,2024-04-21,VEND_030,Distribuidor,Grande,Email,6480,777.6,3,2024-12-14,399,1,0,3,0,12.0,0.91,4,4,5,0.67,9,1,1
C007946,2023-12-04,VEND_018,Criadero,Pequeño,Teléfono,0,0.0,0,,538,1,0,1,0,6.7,0.37,1,2,1,0.13,1,0,0
C007947,2023-06-14,VEND_011,Distribuidor,Pequeño,Teléfono,0,0.0,0,,711,4,0,1,0,1.4,0.39,2,1,3,0.4,7,0,0
C007948,2024-05-20,VEND_019,Criadero,Pequeño,Teléfono,1445,173.4,2,2025-03-25,370,3,1,0,0,7.8,0.33,1,3,3,0.43,4,0,0
C007949,2023-06-28,VEND_015,Criadero,Pequeño,Email,1870,224.4,0,2025-03-23,697,1,0,4,1,11.8,0.63,4,5,5,0.64,7,1,1
C007950,2023-11-26,VEND_015,Criadero,Grande,Teléfono,0,0.0,0,,546,1,0,1,0,9.1,0.36,1,1,2,0.25,5,0,0
C007951,2024-01-24,VEND_016,Criadero,Grande,Teléfono,0,0.0,0,,487,4,1,1,0,6.4,0.66,4,1,2,0.31,2,0,0
C007952,2024-02-08,VEND_027,Distribuidor,Pequeño,Visita,0,0.0,0,,472,2,0,0,4,6.7,0.58,3,3,1,0.16,2,0,0
C007953,2023-10-04,VEND_018,Distribuidor,Pequeño,Teléfono,0,0.0,0,,599,1,1,1,0,10.9,0.24,1,2,1,0.08,3,0,0
C007954,2025-04-08,VEND_003,Criadero,Mediano,WhatsApp,0,0.0,0,,47,0,1,3,0,4.3,0.63,3,3,3,0.35,6,0,0
C007955,2024-06-11,VEND_030,Criadero,Pequeño,Visita,1144,137.28,2,2024-07-23,348,0,2,1,2,6.3,0.6,3,5,4,0.5,7,1,0
C007956,2023-10-07,VEND_024,Criadero,Pequeño,WhatsApp,0,0.0,0,,596,0,4,1,0,5.4,0.62,3,3,1,0.04,1,0,0
C007957,2023-11-09,VEND_002,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,563,8,0,0,0,5.6,0.77,6,2,1,0.1,2,0,0
C007958,2024-11-07,VEND_006,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,199,1,3,0,0,5.3,0.78,3,2,1,0.09,2,0,0
C007959,2023-08-26,VEND_001,Distribuidor,Pequeño,Visita,1285,154.2,2,2023-12-15,638,3,1,1,1,6.7,0.42,3,3,3,0.47,6,1,0
C007960,2024-03-17,VEND_027,Distribuidor,Mediano,WhatsApp,0,0.0,0,,434,3,7,0,1,5.2,0.56,6,1,2,0.21,4,0,0
C007961,2025-03-05,VEND_025,Criadero,Pequeño,WhatsApp,1671,200.52,1,2025-03-15,81,2,1,0,1,4.4,0.55,2,3,4,0.63,6,1,1
C007962,2024-12-30,VEND_007,Criadero,Pequeño,Teléfono,0,0.0,0,,146,8,2,0,0,3.8,0.47,5,3,2,0.28,7,0,0
C007963,2025-03-21,VEND_002,Criadero,Pequeño,Teléfono,0,0.0,0,,65,4,2,1,0,1.1,0.05,0,1,3,0.39,6,0,0
C007964,2024-06-12,VEND_026,Criadero,Pequeño,WhatsApp,1851,222.12,2,2024-07-29,347,0,5,0,0,2.5,0.12,1,5,3,0.42,7,1,0
C007965,2025-04-30,VEND_024,Criadero,Pequeño,Visita,1740,208.8,3,2025-05-14,25,0,1,4,3,3.9,0.55,4,4,5,0.67,10,1,1
C007966,2024-03-27,VEND_014,Exportador,Pequeño,Email,1377,165.24,2,2024-05-15,424,0,1,5,0,11.4,0.32,2,4,3,0.39,5,1,0
C007967,2024-12-12,VEND_003,Criadero,Mediano,WhatsApp,0,0.0,0,,164,1,5,2,0,4.2,0.74,6,1,3,0.35,9,0,0
C007968,2024-07-02,VEND_012,Criadero,Mediano,Email,3068,368.16,1,2025-01-06,327,2,0,3,0,13.7,0.26,1,5,4,0.43,9,1,0
C007969,2025-01-15,VEND_025,Criadero,Pequeño,WhatsApp,1227,147.24,4,2025-02-11,130,0,6,1,0,4.0,0.75,5,3,3,0.49,6,1,0
C007970,2023-10-10,VEND_023,Criadero,Pequeño,Visita,1152,138.24,3,2023-12-30,593,1,1,2,3,6.0,0.42,3,4,5,0.66,9,1,1
C007971,2024-05-02,VEND_008,Distribuidor,Mediano,Teléfono,0,0.0,0,,388,1,2,0,2,4.1,0.49,2,2,2,0.32,7,0,0
C007972,2023-08-22,VEND_014,Criadero,Pequeño,WhatsApp,1177,141.24,0,2024-02-06,642,0,9,2,1,3.8,0.41,5,4,3,0.32,3,1,0
C007973,2023-07-11,VEND_014,Criadero,Mediano,Email,3532,423.84,4,2023-07-19,684,1,0,8,0,8.5,0.33,3,4,4,0.59,5,1,0
C007974,2024-08-04,VEND_018,Exportador,Pequeño,Teléfono,0,0.0,0,,294,2,0,0,0,5.7,0.38,1,1,2,0.29,4,0,0
C007975,2024-01-13,VEND_028,Criadero,Pequeño,Visita,1143,137.16,0,2024-10-15,498,2,0,1,2,5.4,0.29,1,5,4,0.41,7,1,0
C007976,2023-06-01,VEND_008,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,724,3,0,0,0,5.5,0.51,2,1,3,0.42,5,0,0
C007977,2024-09-02,VEND_023,Criadero,Pequeño,WhatsApp,1177,141.24,2,2024-09-05,265,2,4,1,0,3.4,0.55,4,4,5,0.62,7,1,1
C007978,2023-09-16,VEND_026,Criadero,Mediano,Teléfono,3038,364.56,4,2024-02-29,617,3,1,3,0,5.1,0.55,4,5,3,0.46,7,1,0
C007979,2023-07-24,VEND_028,Restaurante Gourmet,Mediano,Teléfono,0,0.0,0,,671,6,1,0,0,4.4,0.19,1,2,3,0.39,7,0,0
C007980,2024-12-14,VEND_007,Criadero,Pequeño,WhatsApp,0,0.0,0,,162,0,6,1,1,5.0,0.63,5,3,3,0.28,6,0,0
C007981,2025-04-13,VEND_023,Criadero,Mediano,WhatsApp,0,0.0,0,,42,1,6,1,1,1.5,0.73,7,2,1,0.1,0,0,0
C007982,2025-03-18,VEND_007,Criadero,Pequeño,Teléfono,0,0.0,0,,68,2,0,3,0,9.4,0.05,0,1,1,0.11,0,0,0
C007983,2024-07-11,VEND_004,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,318,3,1,0,1,7.8,0.87,4,1,1,0.16,6,0,0
C007984,2025-05-14,VEND_011,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,11,4,2,3,1,10.5,0.05,1,2,2,0.29,4,0,0
C007985,2024-06-20,VEND_004,Criadero,Mediano,Teléfono,4481,537.72,3,2024-06-29,339,4,2,2,0,6.8,0.07,1,3,3,0.46,4,0,0
C007986,2025-05-23,VEND_029,Criadero,Pequeño,WhatsApp,1925,231.0,1,2025-05-24,2,0,6,3,0,5.0,0.87,8,5,4,0.45,7,1,0
C007987,2024-10-22,VEND_021,Criadero,Grande,Teléfono,9351,1122.12,5,2025-02-03,215,3,0,1,1,6.3,0.68,3,5,5,0.71,9,1,1
C007988,2024-06-24,VEND_019,Exportador,Grande,Teléfono,0,0.0,0,,335,3,0,1,0,6.4,0.83,3,1,2,0.23,6,0,0
C007989,2024-10-01,VEND_005,Distribuidor,Pequeño,Teléfono,1910,229.2,1,2024-12-30,236,4,1,3,2,7.7,0.68,7,3,4,0.56,9,1,0
C007990,2023-12-22,VEND_010,Criadero,Pequeño,Teléfono,1838,220.56,1,2025-01-26,520,5,1,1,0,3.2,0.59,4,3,3,0.38,5,1,0
C007991,2024-10-26,VEND_004,Criadero,Pequeño,WhatsApp,0,0.0,0,,211,1,6,0,0,1.9,0.14,1,1,3,0.42,6,0,0
C007992,2023-11-27,VEND_011,Distribuidor,Mediano,Teléfono,0,0.0,0,,545,0,1,1,1,8.6,0.7,2,2,3,0.29,7,0,0
C007993,2025-01-29,VEND_009,Criadero,Mediano,Visita,3961,475.32,7,2025-02-21,116,1,1,1,0,2.8,0.41,1,3,4,0.62,10,1,1
C007994,2024-08-30,VEND_028,Criadero,Mediano,Teléfono,4956,594.72,3,2025-02-27,268,3,1,0,0,2.1,0.42,2,4,5,0.73,10,1,1
C007995,2023-06-02,VEND_026,Restaurante Gourmet,Pequeño,WhatsApp,1563,187.56,1,2024-05-19,723,2,1,1,0,2.2,0.74,3,5,5,0.64,10,1,1
C007996,2024-10-20,VEND_027,Criadero,Grande,Teléfono,9470,1136.4,7,2025-05-05,217,0,3,3,0,6.9,0.38,2,5,3,0.53,8,1,0
C007997,2023-07-20,VEND_024,Criadero,Pequeño,Visita,1360,163.2,1,2024-05-18,675,1,0,2,4,5.9,0.94,7,5,5,0.66,10,1,1
C007998,2023-12-16,VEND_017,Restaurante Gourmet,Pequeño,WhatsApp,1223,146.76,5,2024-05-17,526,1,7,0,1,3.0,0.3,3,3,5,0.72,10,1,1
C007999,2024-08-02,VEND_018,Criadero,Pequeño,WhatsApp,0,0.0,0,,296,1,5,3,1,3.2,0.92,9,2,2,0.2,3,0,0
C008000,2024-10-03,VEND_007,Criadero,Mediano,Visita,0,0.0,0,,234,0,4,0,1,2.4,0.67,3,1,2,0.31,3,0,0
C008001,2023-10-14,VEND_023,Distribuidor,Pequeño,WhatsApp,1064,127.68,0,2024-02-06,589,1,1,1,0,0.5,0.91,3,3,5,0.57,8,1,0
C008002,2024-05-14,VEND_018,Distribuidor,Mediano,Teléfono,0,0.0,0,,376,5,2,2,0,7.7,0.65,6,2,3,0.4,5,0,0
C008003,2025-03-22,VEND_025,Criadero,Pequeño,WhatsApp,0,0.0,0,,64,0,1,1,1,1.9,0.17,1,2,1,0.1,2,0,0
C008004,2024-05-25,VEND_009,Distribuidor,Grande,Visita,9175,1101.0,6,2024-08-24,365,0,0,1,1,1.7,0.64,1,3,5,0.78,10,1,1
C008005,2024-11-29,VEND_025,Restaurante Gourmet,Grande,WhatsApp,0,0.0,0,,177,1,2,0,0,2.5,0.5,2,2,3,0.32,8,0,0
C008006,2023-09-27,VEND_018,Criadero,Mediano,WhatsApp,0,0.0,0,,606,0,9,1,0,3.0,0.29,3,1,1,0.23,4,0,0
C008007,2024-02-28,VEND_030,Distribuidor,Pequeño,Visita,0,0.0,0,,452,1,1,1,1,4.8,0.67,3,2,2,0.21,1,0,0
C008008,2025-01-28,VEND_029,Criadero,Pequeño,Email,1825,219.0,1,2025-05-17,117,1,0,5,1,13.0,0.2,1,4,3,0.39,5,1,0
C008009,2023-12-02,VEND_018,Exportador,Mediano,Teléfono,0,0.0,0,,540,2,0,1,0,6.3,0.43,1,1,2,0.23,4,0,0
C008010,2024-09-28,VEND_017,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,239,3,2,1,1,4.3,0.82,6,1,1,0.18,3,0,0
C008011,2024-03-10,VEND_029,Distribuidor,Pequeño,Teléfono,0,0.0,0,,441,4,0,1,0,6.0,0.56,3,1,1,0.11,0,0,0
C008012,2025-02-28,VEND_030,Criadero,Pequeño,WhatsApp,0,0.0,0,,86,2,3,2,0,2.6,0.82,6,1,3,0.42,5,0,0
C008013,2024-02-10,VEND_027,Exportador,Pequeño,WhatsApp,1380,165.6,0,2025-01-14,470,4,8,0,1,2.5,0.55,7,5,3,0.39,5,1,0
C008014,2024-02-18,VEND_015,Restaurante Gourmet,Mediano,WhatsApp,0,0.0,0,,462,0,3,2,0,4.7,0.84,4,1,1,0.14,2,0,0
C008015,2024-10-02,VEND_018,Criadero,Mediano,Visita,0,0.0,0,,235,1,2,2,2,4.4,0.59,4,3,3,0.39,10,0,0
C008016,2025-01-22,VEND_029,Exportador,Grande,Teléfono,0,0.0,0,,123,3,2,1,0,5.6,0.35,2,2,1,0.19,1,0,0
C008017,2023-08-19,VEND_015,Distribuidor,Pequeño,WhatsApp,1251,150.12,0,2024-12-09,645,1,6,1,0,2.8,0.77,6,5,5,0.6,9,1,0
C008018,2025-03-27,VEND_009,Criadero,Pequeño,Email,0,0.0,0,,59,2,1,3,0,13.5,0.44,3,2,1,0.12,2,0,0
C008019,2024-05-03,VEND_001,Distribuidor,Grande,WhatsApp,7110,853.2,4,2025-05-01,387,0,4,3,0,1.5,0.63,4,5,3,0.42,8,1,0
C008020,2024-07-31,VEND_019,Criadero,Pequeño,Email,0,0.0,0,,298,1,1,4,0,11.3,0.83,5,2,1,0.17,2,0,0
C008021,2024-11-13,VEND_028,Criadero,Pequeño,WhatsApp,1951,234.12,0,2025-03-17,193,1,7,0,1,0.5,0.55,5,3,4,0.59,9,1,0
C008022,2024-07-27,VEND_013,Criadero,Pequeño,WhatsApp,0,0.0,0,,302,2,7,1,0,3.6,0.25,3,1,2,0.2,2,0,0
C008023,2024-04-23,VEND_001,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,397,7,0,1,0,3.4,0.77,6,2,3,0.4,6,0,0
C008024,2024-12-21,VEND_004,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,155,4,0,1,0,4.6,0.4,2,1,3,0.33,4,0,0
C008025,2023-08-07,VEND_001,Criadero,Pequeño,WhatsApp,0,0.0,0,,657,4,4,1,1,0.5,0.44,4,2,3,0.42,5,0,0
C008026,2023-12-20,VEND_018,Distribuidor,Mediano,Visita,4472,536.64,5,2024-01-01,522,0,0,0,3,5.1,0.17,1,5,5,0.7,10,1,1
C008027,2024-02-02,VEND_023,Criadero,Pequeño,Email,1399,167.88,0,2024-03-25,478,1,3,3,1,13.5,0.61,5,4,4,0.44,6,1,0
C008028,2023-06-24,VEND_025,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,701,1,3,1,0,2.3,0.52,3,1,3,0.41,6,0,0
C008029,2024-11-30,VEND_011,Restaurante Gourmet,Grande,Email,0,0.0,0,,176,0,0,4,0,13.3,0.65,3,1,3,0.34,7,0,0
C008030,2024-07-25,VEND_004,Restaurante Gourmet,Pequeño,WhatsApp,1261,151.32,1,2024-09-01,304,1,6,0,1,2.8,0.65,5,3,4,0.56,9,1,0
C008031,2024-04-30,VEND_026,Criadero,Grande,WhatsApp,0,0.0,0,,390,4,3,0,1,4.8,0.38,3,3,2,0.24,4,0,0
C008032,2025-02-17,VEND_026,Criadero,Mediano,WhatsApp,0,0.0,0,,97,0,7,3,1,0.5,0.76,8,3,3,0.47,4,0,0
C008033,2024-11-26,VEND_022,Criadero,Pequeño,WhatsApp,1054,126.48,0,2025-01-23,180,1,9,1,1,1.4,0.57,7,4,3,0.35,8,1,0
C008034,2024-04-23,VEND_002,Criadero,Mediano,Visita,0,0.0,0,,397,2,1,1,0,5.1,0.44,2,3,1,0.16,2,0,0
C008035,2024-04-11,VEND_021,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,409,5,1,0,1,3.4,0.68,5,2,2,0.22,1,0,0
C008036,2024-09-29,VEND_026,Criadero,Pequeño,WhatsApp,0,0.0,0,,238,3,7,1,0,2.3,0.28,3,3,1,0.12,4,0,0
C008037,2024-10-26,VEND_023,Distribuidor,Mediano,WhatsApp,3114,373.68,4,2024-12-10,211,0,4,0,0,2.5,0.27,1,4,4,0.55,7,1,0
C008038,2025-03-29,VEND_018,Distribuidor,Mediano,Visita,0,0.0,0,,57,2,0,3,5,4.8,0.23,2,1,2,0.2,6,0,0
C008039,2024-05-04,VEND_002,Criadero,Pequeño,WhatsApp,0,0.0,0,,386,2,1,2,0,0.5,0.55,3,1,1,0.07,1,0,0
C008040,2024-03-06,VEND_003,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,445,1,5,1,0,5.4,0.12,1,2,2,0.18,5,0,0
C008041,2023-07-21,VEND_015,Restaurante Gourmet,Mediano,WhatsApp,4511,541.32,1,2024-10-09,674,1,2,0,0,4.3,0.32,1,3,3,0.52,5,1,0
C008042,2023-07-03,VEND_018,Distribuidor,Pequeño,Visita,0,0.0,0,,692,1,1,2,5,3.8,0.26,2,2,2,0.21,5,0,0
C008043,2024-09-04,VEND_001,Distribuidor,Mediano,WhatsApp,0,0.0,0,,263,1,5,0,0,2.0,0.75,5,3,3,0.41,6,0,0
C008044,2024-09-28,VEND_019,Criadero,Pequeño,WhatsApp,0,0.0,0,,239,0,4,0,0,1.7,0.46,2,2,2,0.31,6,0,0
C008045,2024-07-02,VEND_020,Criadero,Grande,Teléfono,0,0.0,0,,327,2,1,1,0,3.6,0.72,3,2,2,0.35,4,0,0
C008046,2023-08-03,VEND_021,Distribuidor,Pequeño,WhatsApp,1968,236.16,0,2024-04-20,661,1,2,0,0,3.8,0.67,2,5,3,0.41,6,1,0
C008047,2024-05-23,VEND_029,Criadero,Mediano,Visita,0,0.0,0,,367,0,2,2,4,1.6,0.86,7,1,2,0.22,6,0,0
C008048,2025-04-22,VEND_013,Criadero,Mediano,WhatsApp,4386,526.32,2,2025-05-05,33,0,1,1,0,4.1,0.13,0,3,5,0.52,10,1,0
C008049,2024-05-02,VEND_015,Restaurante Gourmet,Pequeño,Visita,0,0.0,0,,388,3,0,1,0,7.3,0.5,2,1,3,0.35,7,0,0
C008050,2023-07-31,VEND_029,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,664,2,8,0,3,6.1,0.28,4,2,1,0.2,0,0,0
C008051,2023-09-27,VEND_001,Restaurante Gourmet,Mediano,WhatsApp,0,0.0,0,,606,1,4,0,1,0.5,0.47,3,2,2,0.2,3,0,0
C008052,2024-02-20,VEND_015,Criadero,Mediano,Teléfono,0,0.0,0,,460,1,0,0,0,5.4,0.59,1,1,3,0.31,6,0,0
C008053,2023-07-08,VEND_006,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,687,2,0,1,0,4.9,0.43,1,3,2,0.25,5,0,0
C008054,2024-11-24,VEND_020,Distribuidor,Mediano,WhatsApp,0,0.0,0,,182,1,2,2,0,0.5,0.39,2,1,3,0.3,8,0,0
C008055,2024-04-27,VEND_013,Distribuidor,Mediano,WhatsApp,0,0.0,0,,393,1,0,0,1,2.9,0.69,1,1,3,0.26,5,0,0
C008056,2025-03-04,VEND_010,Criadero,Grande,WhatsApp,7217,866.04,4,2025-05-11,82,0,3,1,0,1.3,0.77,3,5,3,0.48,5,1,0
C008057,2024-12-17,VEND_007,Criadero,Mediano,WhatsApp,0,0.0,0,,159,0,4,0,1,2.3,0.54,3,1,2,0.19,4,0,0
C008058,2023-10-24,VEND_005,Criadero,Grande,Email,8941,1072.92,6,2025-03-04,579,1,1,5,1,13.5,0.41,3,4,5,0.73,8,1,1
C008059,2025-04-27,VEND_013,Criadero,Grande,Teléfono,6676,801.12,6,2025-05-23,28,5,0,1,1,5.2,0.66,5,4,3,0.5,6,1,0
C008060,2024-12-22,VEND_008,Criadero,Pequeño,WhatsApp,0,0.0,0,,154,2,6,2,0,0.5,0.41,4,2,3,0.39,7,0,0
C008061,2023-09-07,VEND_013,Criadero,Grande,WhatsApp,9113,1093.56,4,2025-03-30,626,2,1,1,0,3.6,0.81,3,4,3,0.47,4,1,0
C008062,2023-11-03,VEND_009,Restaurante Gourmet,Mediano,Visita,4951,594.12,0,2025-03-06,569,2,1,2,0,6.2,0.61,3,3,5,0.61,9,1,1
C008063,2023-08-14,VEND_029,Restaurante Gourmet,Mediano,Teléfono,0,0.0,0,,650,5,2,3,2,7.6,0.59,7,2,1,0.03,1,0,0
C008064,2023-07-21,VEND_020,Criadero,Grande,Teléfono,0,0.0,0,,674,3,1,0,2,3.4,0.53,3,3,1,0.19,1,0,0
C008065,2024-05-20,VEND_017,Criadero,Mediano,WhatsApp,4087,490.44,7,2024-09-25,370,2,5,0,0,1.9,0.53,4,3,4,0.58,7,1,0
C008066,2023-07-11,VEND_001,Restaurante Gourmet,Grande,WhatsApp,6370,764.4,9,2024-03-11,684,1,2,1,0,6.2,0.43,2,4,3,0.62,7,1,0
C008067,2024-10-12,VEND_029,Criadero,Pequeño,Teléfono,1236,148.32,1,2024-11-06,225,1,0,2,0,6.4,0.6,2,5,4,0.47,8,1,0
C008068,2023-07-21,VEND_025,Criadero,Mediano,Email,0,0.0,0,,674,2,0,8,0,11.9,0.52,5,1,1,0.09,3,0,0
C008069,2023-07-17,VEND_019,Distribuidor,Mediano,WhatsApp,0,0.0,0,,678,2,2,1,0,3.9,0.19,1,1,3,0.27,7,0,0
C008070,2025-03-13,VEND_028,Distribuidor,Pequeño,WhatsApp,1080,129.6,1,2025-05-04,73,1,5,1,0,2.5,0.36,2,5,3,0.31,7,1,0
C008071,2024-06-10,VEND_025,Distribuidor,Pequeño,Teléfono,0,0.0,0,,349,1,1,1,1,5.7,0.45,2,1,2,0.25,6,0,0
C008072,2025-04-09,VEND_001,Criadero,Grande,Teléfono,0,0.0,0,,46,3,1,1,0,7.4,0.55,3,2,2,0.24,3,0,0
C008073,2024-11-17,VEND_029,Restaurante Gourmet,Grande,Teléfono,9253,1110.36,7,2025-02-05,189,2,1,1,0,6.7,0.49,2,3,5,0.82,7,0,1
C008074,2025-04-04,VEND_003,Criadero,Pequeño,Email,1028,123.36,2,2025-05-17,51,0,1,5,0,14.0,0.54,3,4,4,0.49,9,1,0
C008075,2023-06-16,VEND_010,Exportador,Mediano,Visita,4767,572.04,6,2024-12-28,709,0,0,0,2,5.7,0.51,1,4,3,0.47,8,1,0
C008076,2023-07-30,VEND_019,Criadero,Mediano,Teléfono,3178,381.36,3,2024-01-30,665,2,2,1,0,8.3,0.34,2,4,5,0.71,10,1,1
C008077,2023-07-24,VEND_030,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,671,1,5,2,0,5.6,0.11,1,3,2,0.31,3,0,0
C008078,2024-06-27,VEND_030,Restaurante Gourmet,Grande,Email,0,0.0,0,,332,2,2,2,0,10.7,0.77,5,1,2,0.23,5,0,0
C008079,2025-04-09,VEND_029,Restaurante Gourmet,Pequeño,Teléfono,1463,175.56,2,2025-05-22,46,2,1,0,0,8.3,0.17,1,4,4,0.48,7,1,0
C008080,2024-12-04,VEND_007,Criadero,Pequeño,WhatsApp,1739,208.68,1,2025-05-17,172,2,2,0,0,4.4,0.31,1,3,5,0.65,8,1,1
C008081,2024-12-10,VEND_006,Distribuidor,Pequeño,WhatsApp,1210,145.2,3,2025-04-04,166,1,3,1,0,4.2,0.37,2,3,5,0.54,10,1,0
C008082,2024-11-19,VEND_016,Criadero,Mediano,Teléfono,4490,538.8,3,2025-04-09,187,5,0,0,0,5.6,0.96,5,3,5,0.64,10,1,1
C008083,2025-01-15,VEND_021,Restaurante Gourmet,Grande,Teléfono,9654,1158.48,10,2025-03-25,130,2,1,1,0,5.3,0.48,2,3,4,0.76,9,0,1
C008084,2023-10-30,VEND_025,Criadero,Mediano,Teléfono,4597,551.64,4,2023-11-26,573,3,1,0,0,4.9,0.23,1,3,5,0.59,10,1,0
C008085,2024-04-08,VEND_016,Exportador,Pequeño,Email,0,0.0,0,,412,2,1,2,0,13.4,0.69,3,2,3,0.35,5,0,0
C008086,2024-09-25,VEND_026,Exportador,Pequeño,WhatsApp,1734,208.08,4,2024-12-19,242,0,1,3,0,0.6,0.72,3,3,5,0.68,10,1,1
C008087,2023-07-17,VEND_022,Exportador,Pequeño,Teléfono,1064,127.68,3,2024-09-05,678,4,2,2,0,6.0,0.65,5,4,5,0.72,10,1,1
C008088,2024-05-06,VEND_018,Restaurante Gourmet,Pequeño,Email,1444,173.28,2,2024-05-25,384,2,0,1,2,16.4,0.87,4,5,5,0.67,10,1,1
C008089,2025-05-01,VEND_013,Criadero,Pequeño,WhatsApp,0,0.0,0,,24,1,5,0,1,3.4,0.46,3,2,1,0.16,0,0,0
C008090,2024-11-04,VEND_016,Distribuidor,Mediano,Email,0,0.0,0,,202,0,1,7,0,12.3,0.07,1,1,3,0.43,5,0,0
C008091,2024-12-29,VEND_007,Criadero,Pequeño,Teléfono,1965,235.8,1,2025-05-10,147,3,1,1,0,7.3,0.43,2,3,3,0.36,6,0,0
C008092,2024-11-07,VEND_024,Exportador,Pequeño,WhatsApp,1043,125.16,3,2025-01-06,199,2,4,0,0,3.4,0.52,3,3,5,0.72,10,1,1
C008093,2024-10-03,VEND_009,Criadero,Pequeño,Teléfono,0,0.0,0,,234,2,1,1,0,9.0,0.58,2,3,1,0.07,0,0,0
C008094,2024-05-05,VEND_010,Criadero,Pequeño,WhatsApp,0,0.0,0,,385,0,3,1,0,1.0,0.37,1,1,3,0.34,8,0,0
C008095,2025-01-04,VEND_003,Criadero,Pequeño,WhatsApp,1005,120.6,0,2025-01-23,141,2,3,0,0,2.5,0.85,4,5,5,0.64,9,1,1
C008096,2023-10-24,VEND_019,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,579,1,3,2,1,3.2,0.69,5,2,3,0.28,6,0,0
C008097,2024-10-13,VEND_010,Criadero,Mediano,Teléfono,0,0.0,0,,224,5,1,0,0,4.7,0.18,1,1,2,0.1,4,0,0
C008098,2023-09-24,VEND_008,Restaurante Gourmet,Grande,WhatsApp,0,0.0,0,,609,0,6,1,0,2.0,0.33,2,3,2,0.2,3,0,0
